,memberStateCode,memberStateName,beginDate,endDate,weekNumber,price,unit,marketingYear,stage,type,variety
59,PT,Portugal,08/01/2018,14/01/2018,19,264.0,Tonne,2017/2018,Paddy,Indica,Average
60,PT,Portugal,27/11/2017,03/12/2017,13,266.0,Tonne,2017/2018,Paddy,Indica,Average
61,PT,Portugal,20/11/2017,26/11/2017,12,266.0,Tonne,2017/2018,Paddy,Indica,Average
62,RO,Romania,07/07/2014,13/07/2014,45,63.05,Tonne,2013/2014,Paddy,Indica,Average
63,RO,Romania,14/04/2014,20/04/2014,33,67.45,Tonne,2013/2014,Paddy,Indica,Average
64,RO,Romania,15/06/2015,21/06/2015,42,76.0,Tonne,2014/2015,Paddy,Indica,Average
65,RO,Romania,15/12/2014,21/12/2014,16,74.28,Tonne,2014/2015,Paddy,Indica,Average
66,RO,Romania,23/12/2013,29/12/2013,17,69.2,Tonne,2013/2014,Paddy,Indica,Average
67,RO,Romania,07/10/2013,13/10/2013,6,74.21,Tonne,2013/2014,Paddy,Indica,Average
68,RO,Romania,30/09/2013,06/10/2013,5,71.96,Tonne,2013/2014,Paddy,Indica,Average
69,RO,Romania,26/08/2013,01/09/2013,52,72.78,Tonne,2012/2013,Paddy,Indica,Average
70,RO,Romania,12/08/2013,18/08/2013,50,72.1,Tonne,2012/2013,Paddy,Indica,Average
71,RO,Romania,29/07/2013,04/08/2013,48,65.41,Tonne,2012/2013,Paddy,Indica,Average
72,RO,Romania,28/11/2011,04/12/2011,14,74.26,Tonne,2011/2012,Paddy,Indica,Average
73,RO,Romania,14/03/2011,20/03/2011,29,78.92,Tonne,2010/2011,Paddy,Indica,Average
74,RO,Romania,29/10/2012,04/11/2012,9,69.61,Tonne,2012/2013,Paddy,Indica,Average
75,RO,Romania,14/05/2012,20/05/2012,38,56.81,Tonne,2011/2012,Paddy,Indica,Average
76,RO,Romania,24/06/2013,30/06/2013,43,63.95,Tonne,2012/2013,Paddy,Indica,Average
77,RO,Romania,27/05/2013,02/06/2013,39,73.48,Tonne,2012/2013,Paddy,Indica,Average
78,RO,Romania,29/04/2013,05/05/2013,35,74.44,Tonne,2012/2013,Paddy,Indica,Average
79,RO,Romania,15/04/2013,21/04/2013,33,73.99,Tonne,2012/2013,Paddy,Indica,Average
80,RO,Romania,01/03/2010,07/03/2010,27,56.12,Tonne,2009/2010,Paddy,Indica,Average
81,RO,Romania,30/11/2009,06/12/2009,14,67.97,Tonne,2009/2010,Paddy,Indica,Average
82,RO,Romania,16/11/2009,22/11/2009,12,67.66,Tonne,2009/2010,Paddy,Indica,Average
83,RO,Romania,09/11/2009,15/11/2009,11,68.14,Tonne,2009/2010,Paddy,Indica,Average
84,RO,Romania,14/02/2011,20/02/2011,25,78.69,Tonne,2010/2011,Paddy,Indica,Average
85,RO,Romania,03/01/2011,09/01/2011,19,72.83,Tonne,2010/2011,Paddy,Indica,Average
86,RO,Romania,29/11/2010,05/12/2010,14,53.47,Tonne,2010/2011,Paddy,Indica,Average
87,ES,Spain,21/03/2022,27/03/2022,30,402.43,Tonne,2021/2022,Paddy,Indica,Average
88,ES,Spain,07/03/2022,13/03/2022,28,398.18,Tonne,2021/2022,Paddy,Indica,Average
89,ES,Spain,27/12/2021,02/01/2022,18,359.88,Tonne,2021/2022,Paddy,Indica,Average
90,ES,Spain,25/10/2021,31/10/2021,9,359.42,Tonne,2021/2022,Paddy,Indica,Average
91,IT,Italy,11/02/2002,17/02/2002,24,310.0,Tonne,2001/2002,Paddy,Japonica,Ariete
92,IT,Italy,26/02/2001,04/03/2001,26,322.79,Tonne,2000/2001,Paddy,Japonica,Ariete
93,IT,Italy,23/04/2001,29/04/2001,34,333.11,Tonne,2000/2001,Paddy,Japonica,Ariete
94,IT,Italy,22/10/2001,28/10/2001,8,286.63,Tonne,2001/2002,Paddy,Japonica,Ariete
95,IT,Italy,23/10/2000,29/10/2000,8,296.96,Tonne,2000/2001,Paddy,Japonica,Ariete
96,IT,Italy,09/10/2000,15/10/2000,6,289.22,Tonne,2000/2001,Paddy,Japonica,Ariete
97,IT,Italy,29/01/2001,04/02/2001,22,312.46,Tonne,2000/2001,Paddy,Japonica,Ariete
98,IT,Italy,29/09/2003,05/10/2003,5,280.0,Tonne,2003/2004,Paddy,Japonica,Ariete
99,IT,Italy,20/01/2003,26/01/2003,21,288.0,Tonne,2002/2003,Paddy,Japonica,Ariete
100,IT,Italy,09/12/2002,15/12/2002,15,288.0,Tonne,2002/2003,Paddy,Japonica,Ariete
101,IT,Italy,25/11/2002,01/12/2002,13,288.0,Tonne,2002/2003,Paddy,Japonica,Ariete
102,IT,Italy,24/03/2003,30/03/2003,30,285.0,Tonne,2002/2003,Paddy,Japonica,Ariete
103,IT,Italy,13/05/2002,19/05/2002,37,310.0,Tonne,2001/2002,Paddy,Japonica,Ariete
104,IT,Italy,18/11/2002,24/11/2002,12,288.0,Tonne,2002/2003,Paddy,Japonica,Ariete
105,IT,Italy,21/10/2002,27/10/2002,8,273.0,Tonne,2002/2003,Paddy,Japonica,Ariete
106,IT,Italy,01/04/2002,07/04/2002,31,310.0,Tonne,2001/2002,Paddy,Japonica,Ariete
107,IT,Italy,10/05/2004,16/05/2004,37,274.0,Tonne,2003/2004,Paddy,Japonica,Ariete
108,IT,Italy,22/11/2004,28/11/2004,13,183.0,Tonne,2004/2005,Paddy,Japonica,Ariete
109,IT,Italy,21/02/2005,27/02/2005,26,178.0,Tonne,2004/2005,Paddy,Japonica,Ariete
110,IT,Italy,28/04/2003,04/05/2003,35,288.0,Tonne,2002/2003,Paddy,Japonica,Ariete
111,IT,Italy,03/11/2003,09/11/2003,10,286.0,Tonne,2003/2004,Paddy,Japonica,Ariete
112,IT,Italy,27/10/2003,02/11/2003,9,286.0,Tonne,2003/2004,Paddy,Japonica,Ariete
113,IT,Italy,22/01/2007,28/01/2007,21,308.0,Tonne,2006/2007,Paddy,Japonica,Ariete
114,IT,Italy,01/01/2007,07/01/2007,18,298.0,Tonne,2006/2007,Paddy,Japonica,Ariete
115,IT,Italy,10/04/2006,16/04/2006,33,280.0,Tonne,2005/2006,Paddy,Japonica,Ariete
116,IT,Italy,27/02/2006,05/03/2006,27,270.0,Tonne,2005/2006,Paddy,Japonica,Ariete
117,IT,Italy,16/10/2006,22/10/2006,7,250.0,Tonne,2006/2007,Paddy,Japonica,Ariete
118,IT,Italy,24/01/2005,30/01/2005,22,183.0,Tonne,2004/2005,Paddy,Japonica,Ariete
119,IT,Italy,25/04/2005,01/05/2005,35,181.0,Tonne,2004/2005,Paddy,Japonica,Ariete
120,IT,Italy,21/04/2008,27/04/2008,34,435.0,Tonne,2007/2008,Paddy,Japonica,Ariete
121,IT,Italy,07/04/2008,13/04/2008,32,380.0,Tonne,2007/2008,Paddy,Japonica,Ariete
122,IT,Italy,31/03/2008,06/04/2008,31,370.0,Tonne,2007/2008,Paddy,Japonica,Ariete
123,IT,Italy,19/11/2007,25/11/2007,12,288.0,Tonne,2007/2008,Paddy,Japonica,Ariete
124,IT,Italy,03/03/2008,09/03/2008,27,328.0,Tonne,2007/2008,Paddy,Japonica,Ariete
125,IT,Italy,04/02/2008,10/02/2008,23,308.0,Tonne,2007/2008,Paddy,Japonica,Ariete
126,IT,Italy,26/02/2007,04/03/2007,26,305.0,Tonne,2006/2007,Paddy,Japonica,Ariete
127,IT,Italy,02/07/2007,08/07/2007,44,270.0,Tonne,2006/2007,Paddy,Japonica,Ariete
128,IT,Italy,18/06/2007,24/06/2007,42,270.0,Tonne,2006/2007,Paddy,Japonica,Ariete
129,IT,Italy,28/05/2007,03/06/2007,39,286.0,Tonne,2006/2007,Paddy,Japonica,Ariete
130,IT,Italy,21/05/2007,27/05/2007,38,286.0,Tonne,2006/2007,Paddy,Japonica,Ariete
131,IT,Italy,05/11/2007,11/11/2007,10,288.0,Tonne,2007/2008,Paddy,Japonica,Ariete
132,IT,Italy,27/11/2006,03/12/2006,13,288.0,Tonne,2006/2007,Paddy,Japonica,Ariete
133,IT,Italy,26/07/2010,01/08/2010,48,288.0,Tonne,2009/2010,Paddy,Japonica,Ariete
134,IT,Italy,02/11/2009,08/11/2009,10,335.0,Tonne,2009/2010,Paddy,Japonica,Ariete
135,IT,Italy,14/12/2009,20/12/2009,16,335.0,Tonne,2009/2010,Paddy,Japonica,Ariete
136,IT,Italy,09/03/2009,15/03/2009,28,530.0,Tonne,2008/2009,Paddy,Japonica,Ariete
137,IT,Italy,18/05/2009,24/05/2009,38,485.0,Tonne,2008/2009,Paddy,Japonica,Ariete
138,IT,Italy,21/01/2008,27/01/2008,21,305.0,Tonne,2007/2008,Paddy,Japonica,Ariete
139,IT,Italy,02/01/2012,08/01/2012,19,350.0,Tonne,2011/2012,Paddy,Japonica,Ariete
140,IT,Italy,02/05/2011,08/05/2011,36,410.0,Tonne,2010/2011,Paddy,Japonica,Ariete
141,IT,Italy,01/08/2011,07/08/2011,49,320.0,Tonne,2010/2011,Paddy,Japonica,Ariete
142,IT,Italy,11/04/2011,17/04/2011,33,410.0,Tonne,2010/2011,Paddy,Japonica,Ariete
143,IT,Italy,21/02/2011,27/02/2011,26,430.0,Tonne,2010/2011,Paddy,Japonica,Ariete
144,IT,Italy,20/12/2010,26/12/2010,17,338.0,Tonne,2010/2011,Paddy,Japonica,Ariete
145,IT,Italy,07/02/2011,13/02/2011,24,400.0,Tonne,2010/2011,Paddy,Japonica,Ariete
146,IT,Italy,27/12/2010,02/01/2011,18,338.0,Tonne,2010/2011,Paddy,Japonica,Ariete
147,IT,Italy,18/10/2010,24/10/2010,8,288.0,Tonne,2010/2011,Paddy,Japonica,Ariete
148,IT,Italy,08/02/2010,14/02/2010,24,325.0,Tonne,2009/2010,Paddy,Japonica,Ariete
149,IT,Italy,01/02/2010,07/02/2010,23,335.0,Tonne,2009/2010,Paddy,Japonica,Ariete
150,IT,Italy,08/04/2013,14/04/2013,32,290.0,Tonne,2012/2013,Paddy,Japonica,Ariete
151,IT,Italy,10/12/2012,16/12/2012,15,310.0,Tonne,2012/2013,Paddy,Japonica,Ariete
152,IT,Italy,31/12/2012,06/01/2013,18,310.0,Tonne,2012/2013,Paddy,Japonica,Ariete
153,IT,Italy,08/10/2012,14/10/2012,6,307.0,Tonne,2012/2013,Paddy,Japonica,Ariete
154,IT,Italy,26/03/2012,01/04/2012,31,330.0,Tonne,2011/2012,Paddy,Japonica,Ariete
155,IT,Italy,12/03/2012,18/03/2012,29,320.0,Tonne,2011/2012,Paddy,Japonica,Ariete
156,IT,Italy,04/06/2012,10/06/2012,41,305.0,Tonne,2011/2012,Paddy,Japonica,Ariete
157,IT,Italy,13/02/2012,19/02/2012,25,330.0,Tonne,2011/2012,Paddy,Japonica,Ariete
158,IT,Italy,17/10/2011,23/10/2011,8,385.0,Tonne,2011/2012,Paddy,Japonica,Ariete
159,IT,Italy,17/03/2014,23/03/2014,29,450.0,Tonne,2013/2014,Paddy,Japonica,Ariete
160,IT,Italy,03/03/2014,09/03/2014,27,450.0,Tonne,2013/2014,Paddy,Japonica,Ariete
161,IT,Italy,28/10/2013,03/11/2013,9,325.0,Tonne,2013/2014,Paddy,Japonica,Ariete
162,IT,Italy,06/01/2014,12/01/2014,19,335.0,Tonne,2013/2014,Paddy,Japonica,Ariete
163,IT,Italy,09/12/2013,15/12/2013,15,335.0,Tonne,2013/2014,Paddy,Japonica,Ariete
164,IT,Italy,25/03/2013,31/03/2013,30,290.0,Tonne,2012/2013,Paddy,Japonica,Ariete
165,IT,Italy,17/06/2013,23/06/2013,42,295.0,Tonne,2012/2013,Paddy,Japonica,Ariete
166,IT,Italy,18/03/2013,24/03/2013,29,290.0,Tonne,2012/2013,Paddy,Japonica,Ariete
167,IT,Italy,11/03/2013,17/03/2013,28,300.0,Tonne,2012/2013,Paddy,Japonica,Ariete
168,IT,Italy,18/02/2013,24/02/2013,25,300.0,Tonne,2012/2013,Paddy,Japonica,Ariete
169,IT,Italy,27/03/2017,02/04/2017,31,380.0,Tonne,2016/2017,Paddy,Japonica,Augusto
170,IT,Italy,02/01/2017,08/01/2017,19,380.0,Tonne,2016/2017,Paddy,Japonica,Augusto
171,IT,Italy,18/04/2016,24/04/2016,34,338.0,Tonne,2015/2016,Paddy,Japonica,Augusto
172,IT,Italy,23/05/2016,29/05/2016,39,338.0,Tonne,2015/2016,Paddy,Japonica,Augusto
173,IT,Italy,07/03/2016,13/03/2016,28,338.0,Tonne,2015/2016,Paddy,Japonica,Augusto
174,IT,Italy,28/03/2016,03/04/2016,31,338.0,Tonne,2015/2016,Paddy,Japonica,Augusto
175,BG,Bulgaria,28/06/2021,04/07/2021,44,363.02,Tonne,2020/2021,Paddy,Japonica,Average
176,BG,Bulgaria,21/06/2021,27/06/2021,43,363.02,Tonne,2020/2021,Paddy,Japonica,Average
177,BG,Bulgaria,13/09/2021,19/09/2021,3,368.14,Tonne,2021/2022,Paddy,Japonica,Average
178,BG,Bulgaria,08/06/2020,14/06/2020,41,306.78,Tonne,2019/2020,Paddy,Japonica,Average
179,BG,Bulgaria,25/05/2020,31/05/2020,39,306.78,Tonne,2019/2020,Paddy,Japonica,Average
180,BG,Bulgaria,26/10/2020,01/11/2020,9,347.68,Tonne,2020/2021,Paddy,Japonica,Average
181,BG,Bulgaria,21/09/2020,27/09/2020,4,347.68,Tonne,2020/2021,Paddy,Japonica,Average
182,IT,Italy,23/11/2015,29/11/2015,13,432.0,Tonne,2015/2016,Paddy,Japonica,Roma
183,IT,Italy,16/11/2015,22/11/2015,12,432.0,Tonne,2015/2016,Paddy,Japonica,Roma
184,IT,Italy,10/10/2016,16/10/2016,7,335.0,Tonne,2016/2017,Paddy,Japonica,Roma
185,IT,Italy,20/02/2017,26/02/2017,26,285.0,Tonne,2016/2017,Paddy,Japonica,Roma
186,IT,Italy,06/02/2017,12/02/2017,24,305.0,Tonne,2016/2017,Paddy,Japonica,Roma
187,IT,Italy,15/05/2017,21/05/2017,38,220.0,Tonne,2016/2017,Paddy,Japonica,Roma
188,IT,Italy,16/05/2016,22/05/2016,38,340.0,Tonne,2015/2016,Paddy,Japonica,Roma
189,IT,Italy,27/06/2016,03/07/2016,44,360.0,Tonne,2015/2016,Paddy,Japonica,Roma
190,IT,Italy,06/06/2016,12/06/2016,41,340.0,Tonne,2015/2016,Paddy,Japonica,Roma
191,IT,Italy,18/07/2016,24/07/2016,47,360.0,Tonne,2015/2016,Paddy,Japonica,Roma
192,IT,Italy,04/04/2016,10/04/2016,32,338.0,Tonne,2015/2016,Paddy,Japonica,S. Andrea
193,IT,Italy,18/04/2016,24/04/2016,34,318.0,Tonne,2015/2016,Paddy,Japonica,S. Andrea
194,IT,Italy,19/06/2017,25/06/2017,43,230.0,Tonne,2016/2017,Paddy,Japonica,S. Andrea
195,IT,Italy,27/06/2016,03/07/2016,44,288.0,Tonne,2015/2016,Paddy,Japonica,S. Andrea
196,IT,Italy,20/06/2016,26/06/2016,43,288.0,Tonne,2015/2016,Paddy,Japonica,S. Andrea
197,IT,Italy,25/07/2016,31/07/2016,48,288.0,Tonne,2015/2016,Paddy,Japonica,S. Andrea
198,IT,Italy,11/07/2016,17/07/2016,46,288.0,Tonne,2015/2016,Paddy,Japonica,S. Andrea
199,IT,Italy,19/12/2016,25/12/2016,17,315.0,Tonne,2016/2017,Paddy,Japonica,S. Andrea
200,IT,Italy,02/01/2017,08/01/2017,19,300.0,Tonne,2016/2017,Paddy,Japonica,S. Andrea
201,IT,Italy,20/02/2017,26/02/2017,26,268.0,Tonne,2016/2017,Paddy,Japonica,S. Andrea
202,IT,Italy,18/01/2016,24/01/2016,21,372.0,Tonne,2015/2016,Paddy,Japonica,S. Andrea
203,IT,Italy,01/05/2017,07/05/2017,36,280.0,Tonne,2016/2017,Paddy,Japonica,Selenio
204,IT,Italy,05/06/2017,11/06/2017,41,275.0,Tonne,2016/2017,Paddy,Japonica,Selenio
205,IT,Italy,03/07/2017,09/07/2017,45,275.0,Tonne,2016/2017,Paddy,Japonica,Selenio
206,IT,Italy,07/11/2016,13/11/2016,11,350.0,Tonne,2016/2017,Paddy,Japonica,Selenio
207,IT,Italy,11/01/2016,17/01/2016,20,395.0,Tonne,2015/2016,Paddy,Japonica,Selenio
208,IT,Italy,08/02/2016,14/02/2016,24,395.0,Tonne,2015/2016,Paddy,Japonica,Selenio
209,IT,Italy,17/03/2014,23/03/2014,29,290.0,Tonne,2013/2014,Paddy,Japonica,Selenio
210,IT,Italy,13/10/2014,19/10/2014,7,320.0,Tonne,2014/2015,Paddy,Japonica,Selenio
211,IT,Italy,16/01/2012,22/01/2012,21,325.0,Tonne,2011/2012,Paddy,Japonica,Selenio
212,IT,Italy,16/07/2012,22/07/2012,47,325.0,Tonne,2011/2012,Paddy,Japonica,Selenio
213,IT,Italy,10/12/2012,16/12/2012,15,320.0,Tonne,2012/2013,Paddy,Japonica,Selenio
214,IT,Italy,24/12/2012,30/12/2012,17,320.0,Tonne,2012/2013,Paddy,Japonica,Selenio
215,IT,Italy,17/12/2012,23/12/2012,16,320.0,Tonne,2012/2013,Paddy,Japonica,Selenio
216,IT,Italy,08/04/2013,14/04/2013,32,290.0,Tonne,2012/2013,Paddy,Japonica,Selenio
217,IT,Italy,25/03/2013,31/03/2013,30,290.0,Tonne,2012/2013,Paddy,Japonica,Selenio
218,IT,Italy,27/12/2010,02/01/2011,18,333.0,Tonne,2010/2011,Paddy,Japonica,Selenio
219,IT,Italy,06/06/2011,12/06/2011,41,390.0,Tonne,2010/2011,Paddy,Japonica,Selenio
220,IT,Italy,23/05/2011,29/05/2011,39,410.0,Tonne,2010/2011,Paddy,Japonica,Selenio
221,IT,Italy,22/08/2011,28/08/2011,52,300.0,Tonne,2010/2011,Paddy,Japonica,Selenio
222,IT,Italy,04/07/2011,10/07/2011,45,310.0,Tonne,2010/2011,Paddy,Japonica,Selenio
223,IT,Italy,10/10/2011,16/10/2011,7,290.0,Tonne,2011/2012,Paddy,Japonica,Selenio
224,IT,Italy,20/02/2012,26/02/2012,26,310.0,Tonne,2011/2012,Paddy,Japonica,Selenio
225,IT,Italy,12/01/2009,18/01/2009,20,430.0,Tonne,2008/2009,Paddy,Japonica,Selenio
226,IT,Italy,20/04/2009,26/04/2009,34,500.0,Tonne,2008/2009,Paddy,Japonica,Selenio
227,IT,Italy,23/11/2009,29/11/2009,13,285.0,Tonne,2009/2010,Paddy,Japonica,Selenio
228,IT,Italy,02/11/2009,08/11/2009,10,285.0,Tonne,2009/2010,Paddy,Japonica,Selenio
229,IT,Italy,22/02/2010,28/02/2010,26,255.0,Tonne,2009/2010,Paddy,Japonica,Selenio
230,IT,Italy,15/02/2010,21/02/2010,25,255.0,Tonne,2009/2010,Paddy,Japonica,Selenio
231,IT,Italy,26/07/2010,01/08/2010,48,240.0,Tonne,2009/2010,Paddy,Japonica,Selenio
232,IT,Italy,05/07/2010,11/07/2010,45,240.0,Tonne,2009/2010,Paddy,Japonica,Selenio
233,IT,Italy,14/06/2010,20/06/2010,42,225.0,Tonne,2009/2010,Paddy,Japonica,Selenio
234,IT,Italy,19/02/2007,25/02/2007,25,278.0,Tonne,2006/2007,Paddy,Japonica,Selenio
235,IT,Italy,31/12/2007,06/01/2008,18,284.0,Tonne,2007/2008,Paddy,Japonica,Selenio
236,IT,Italy,28/01/2008,03/02/2008,22,284.0,Tonne,2007/2008,Paddy,Japonica,Selenio
237,IT,Italy,09/03/2009,15/03/2009,28,520.0,Tonne,2008/2009,Paddy,Japonica,Selenio
238,IT,Italy,21/11/2005,27/11/2005,13,192.0,Tonne,2005/2006,Paddy,Japonica,Selenio
239,IT,Italy,14/11/2005,20/11/2005,12,192.0,Tonne,2005/2006,Paddy,Japonica,Selenio
240,IT,Italy,02/01/2006,08/01/2006,19,210.0,Tonne,2005/2006,Paddy,Japonica,Selenio
241,IT,Italy,19/12/2005,25/12/2005,17,200.0,Tonne,2005/2006,Paddy,Japonica,Selenio
242,IT,Italy,06/03/2006,12/03/2006,28,235.0,Tonne,2005/2006,Paddy,Japonica,Selenio
243,IT,Italy,04/12/2006,10/12/2006,14,288.0,Tonne,2006/2007,Paddy,Japonica,Selenio
244,IT,Italy,20/11/2006,26/11/2006,12,288.0,Tonne,2006/2007,Paddy,Japonica,Selenio
245,IT,Italy,15/12/2003,21/12/2003,16,239.0,Tonne,2003/2004,Paddy,Japonica,Selenio
246,IT,Italy,01/12/2003,07/12/2003,14,239.0,Tonne,2003/2004,Paddy,Japonica,Selenio
247,IT,Italy,24/11/2003,30/11/2003,13,244.0,Tonne,2003/2004,Paddy,Japonica,Selenio
248,IT,Italy,26/04/2004,02/05/2004,35,229.0,Tonne,2003/2004,Paddy,Japonica,Selenio
249,IT,Italy,06/12/2004,12/12/2004,15,185.0,Tonne,2004/2005,Paddy,Japonica,Selenio
250,IT,Italy,08/11/2004,14/11/2004,11,183.0,Tonne,2004/2005,Paddy,Japonica,Selenio
251,IT,Italy,13/12/2004,19/12/2004,16,185.0,Tonne,2004/2005,Paddy,Japonica,Selenio
252,IT,Italy,04/04/2005,10/04/2005,32,188.0,Tonne,2004/2005,Paddy,Japonica,Selenio
253,IT,Italy,20/11/2000,26/11/2000,12,289.22,Tonne,2000/2001,Paddy,Japonica,Selenio
254,IT,Italy,09/10/2000,15/10/2000,6,263.39,Tonne,2000/2001,Paddy,Japonica,Selenio
255,IT,Italy,18/12/2000,24/12/2000,16,289.22,Tonne,2000/2001,Paddy,Japonica,Selenio
256,IT,Italy,18/11/2002,24/11/2002,12,283.0,Tonne,2002/2003,Paddy,Japonica,Selenio
